1402429569 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1402430332 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1402430820 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1402431001 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
1402431147 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
1402431251 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
1402431366 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
1402431683 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
1402431793 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0
1402431970 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0
1402432179 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0
1402432298 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0
1402432471 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0
1402432671 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0
1402432763 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0
1402432836 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0
1402433684 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0
1402433774 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0
1402433876 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0
1402433966 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0
1402434036 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0
1402434126 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0
1402434205 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0
1402434249 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0
1402434325 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0
1402434362 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0
1402434436 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0
1402434496 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0
1402434625 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0
1402434684 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0
1402434751 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0
1402434804 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0
1402434838 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0
1402434945 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0
1402434993 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0
1402435055 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0
1402435104 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0
1402435487 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0
1402435581 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0
1402435638 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0
1402435707 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0
1402435769 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0
1402435798 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0
1402435855 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0
1402435892 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0
1402435967 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0
1402436039 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0
1402436160 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0
1402436259 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0
1402436418 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0
1402436506 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0
1402436580 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0
1402436614 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0
1402436726 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0
1402436857 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0
1402437014 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0
1402437113 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0
1402437280 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0
1402437355 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0
1402437391 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0
1402437468 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0
1402437590 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0
1402437653 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0
1402437703 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0
1402437919 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0
1402438052 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0
1402438097 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0
1402438152 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0
1402438257 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0
1402438342 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0
1402438402 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0
1402438432 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0
1402438516 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0
1402438590 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0
1402438639 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0
1402438770 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0
1402439049 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0
1402481324 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 45 0 1 0 0
1402483427 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 45 0 2 0 0
1402485396 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 45 0 3 0 0
1402493001 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 45 0 3 0 0
1402495007 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 45 0 3 0 0
